rating,review
20,The location is good for the park but everything else is really bad here. It's really overpriced as well. The staff don't make an effort at all as they don't have to (it's one of only 3 hotels in the park so they have constant visitors despite their poor service. I wouldn't stay here again.
30,"Granted your in the middle of the jungle so there's not much choice and it's going to be expensive for the convenience. I've travelled enough to know and accept this. However the staff look over worked and so generally don't really care about the guests. As soon as you get there it's give me money for this this and this.   Also the sunrise tour that they do a deal on with the meal package is subject to an extra 100Q per person park entrance for going in early, not the hotels fault but just letting you guys know as I wasn't expecting that.   It is what it is and the chance to explore the park without the crowds and heat, ie sunset and sunrise make the hotel worth the money it costs to stay here, not the hotel itself.   Wouldn't bother paying the extra for a bungalow again as I"
40,"Hotel Tikal Inn is great because of its location.  It isn't particularly good value, but it is right inside Tikal which affords you the opportunity to wander around without worrying about transport.  Although they really push the sunrise tour, I would opt for hiring a guide to do a sunset tour instead. Visibility seems to be a problem with the sunrise tour as things are quite foggy. Also,  by the time you get back from that, hot water is gone for the day at the hotel. Another useful piece of info is that using a credit card at the hotel incurs a 7% fee so bring cash.  "
40,"Hotel was clean and comfortable.  Unlike other lodging in the area, the fan ran throughout the night to keep the room cool.  Most everything runs on a generator and will shut down around 10pm and turn back on in the morning.  The showers had hot water from 6-9 but I would suggest getting yours early.  My husband got a hot shower at the beginning of that time range but I waited closer to 8 and did not get any hot water.  The restaurant was average and the most expensive we had experienced on our trip.  Saying that, we realize we were in a National Park and prices will most often be higher and should be expected.  Overall, a nice place to stay."
40,"We stayed just one night here. The location is unbeatable. We considered staying outside the park and catching a bus in - but we were glad to have stayed here. We got up for a sunrise tour at 5am, I dont think you could do that if staying outside. It was great to stay in the jungle setting too, very peaceful. The room was very large, and surprisingly comfortable, the shower was fine too - just the hot water took a few minutes to come through.  The only downside was the food situation, because you basically have to eat at their restaurant which can be a bit pricey. A simple sandwich of two slices and ham and cheese was about $4-5, 1.5L bottle of water $2-3, and a bowl of pasta with bolognaise - about $8-10. We only had to have 2 meals at this price so it was ok. But I wouldnt"
40,"Nice rooms but don't get room 2 as our shower didn't work.Good food at restaurant.2 minute walk to entrance to the park.For anyone wanting to make their way to Belize from Tikal,a taxi man in the Tikal carpark took 4 of us to the Belize border for Q350 between us (€35 for 4 people!),took about hour and half.If you are leaving your luggage there for the day,know that there in no storage room,bags are left in restaurant but seems very safe."
40,"Given the range of reviews of the Jaguar Inn on T/A we weren't expecting much, other than proximity to the Park entrance.   The place is fine for a one- or two-night stay while you explore the ruins.  The food was fine/wait staff alternately attentive and absent/porch hammocks at every room were comfy and the bed/shower just fine.    No one would say, ""Let's go to the Jaguar Inn for our vacation,"" but it's just fine when you say, ""what's a convenient place to stay when we visit Tikal,"" which is, BTW, stellar."
30,We chose the Jaguar Inn as we wanted to be able to spend all day in the park and come and go as we pleased. The location is perfect for this - we were up early and explored the park for 4 hours - returned for lunch and then back to the ruins until sunset. If this is for you then this hotel is for you.  The hotel rooms are average at best - poor linens - 2 thin towels but there is a ceiling fan and screens on the windows. The rooms are large and there is hot water. You can live with this for a night or 2. The restaurant staff are - well - the word staff may be incorrect. Someone needs to train them in customer service - they really have no idea. They are very nice but really lack any service skills. Rather humorous after watching what happens - or rather what doesn't happen  -
40,"Jungle lodge is lovely. Rooms are clean with terraces overlooking the jungle bd the night is filled with the sounds and smells of the jungle. There is a very welcome pool to recover from the humidity, a reasonably priced restaurant and really nice communal lounge. Staff are friendly and the lodge is a 5 minute walk to the Tikal ruins. Monkeys and all manner of wildlife in the gardens."
40,"We stayed here to visit Tikal and checked in late. The room was clean and very accommodating. I wish it had AC but I think it would've taken away from the sounds of the jungle. The room was supposed to have a 'plasma TV' but didn't. However, that was perfectly okay as it forced us outside to enjoy the grounds.   The restaurant was amazing and great value for the money. However, our favorite part was Nicolasa. She was our waitress and was just above and beyond friendly and helpful. She made the stay even more enjoyable. If she isn't a staff trainer, she should be. She answered our questions, helped with a concern and provided advice. Just amazing service.   Thanks guys!! "
50,The best place to stay while visiting Tikal. From your room you hear the monkeys in the forest. Wonderfull! The hostel rooms are simple. For more comfort choose a normal room. Dinner and breakfast are great.
40,"This is the best option for accommodation if you want to beat the crowds to Tikal. The accommodation is what you'd expect in the only hotel in the jungle, but it is a great experience. You can hear the monkeys howling during the night which is fun.   The food is a bit ordinary, but it's the jungle."
50,The combination of being able to go to Tikal early morning and late evening and spend day with the pool was perfect. Sunrise tour arranged in the hotel was expensive and on top we had day tickets and not entirely clear if that was needed and then we also had to buy sunset tickets. Food menu was not elaborate but quality good.
20,"Altho I would return to Jaguar Inn, it's only because it is so important to stay within the park, and because the guide Cesar is an amazing, knowledgeable person. From the moment we arrived at the airport in Flores, the hotel screwed up. Despite our confirmed reservation, no one was there to meet us for the 90 minute drive to Tikal. Finally a lone Jaguar Inn driver holding the name of another person agreed to call the hotel. After a lot of grumpy delays they said he could bring us there, but we'd have to go first to get $40.in quetzales for park entry fee (dollars not accepted). This entailed a long wait at the bank, but the driver was pleasant and patient. We finally arrived to have the receptionist look over and over our prepaid reservation as though we were trying to rob the"
40,"Very nice place to stay. It's a pity that we had just 1 night there and mostly it was just night over before Mayas pyramids. Beautiful surroundings, comfortable bungalow. Would be nice to spend more time there. Staff could be more polite and helpful."
10,"I can't count how many times I found myself saying ""I hate this place"" during our stay at the Jaguar Inn Tikal.   The hotel staff could hardly be bothered to be any help at all.  In trying to figure out travel plans, we approached the staff to see what arrangements could be made.  It was like a game of 20 questions.  They had the information and would tell you the answer if....and only if...you asked the right question.  It became so frustrating I gave up.  They wouldn't explain anything or tell you about the options of getting the hell out of Tikal unless specifically asked.  You just couldn't get a full picture out of these people no matter how hard one tried.  We had thought that staying in Tikal made sense since we were going to see there for the purpose of seeing it.  Do"
50,"I stayed here for six nights and found it extremely enjoyable.  The staff were very helpful finding me guides such as Hector and Cesar, and drivers Manuel and Elder.  Hector capably guided me through the park and gave a thorough background of Maya history. Elder did an excellent job navigating an extremely muddy road to Uaxactun, where Cesar offered his professional insight and wonderful sense of humor.  Cesar even used a laser pointer and smartphone to call up information to verify and discuss.  The Jaguar Inn menu is delicious-- I recommend the Pyramid or Granola-yogurt-fruit medley for breakfast.  Fresh fruit, coffee, and juices are always available.  For dinner, try the Pollo a la Montana, and especially the local recipe for Chicken Pepian.  Be sure to try Gallo, a good"
50,"The Jaguar Inn was the appropriate setting for our night in Tikal Park with jungle landscaping, toucans flying through & turkeys trotting by. But also important was our bungalow with a hammock on the porch, just a short walk from the restaurant/place to hang out & meet other travelers. It was here that we met Cesar who offered a $20 4am walk in the park & a climb up Temple IV to watch the sun rise. The menu prices were reasonable, the food excellent & the staff very friendly. the price of a bungalow was reasonable, too (booked online). I'd heard that mosquitoes & other insect pests would be a problem, but not so. I can't recommend this place enough for your stay at Tikal!"
20,This is one of the only three hotels inside the Tikal Park . They don't really care about quality and customer care because they know that there are no alternatives. Don't even try to send them an email because they won't reply.  Rooms are at least spacious.  Quality of food was poor on both dinner and breakfast. Breakfast was not included in my case
30,"We stayed overnight for the sole purpose of doing the sunrise tour. This hotel was fine for that. The accommodations were a little better than basic. Virtually nonexistent wifi and limited electricity. The sunrise tour had a lot of people on it, so if there is a way to book a private version of the tour this might be a better option. Also, the dining room is not large enough to accommodate everyone eating at the same time, so if you don't want to wait, go when it opens."
50,"My family and I spent three wonderful nights at the Hotel Tikal Inn. The location can't be beat, the room was spacious and clean, and the food was perfectly fine. There were many highlights (e.g., sunrise tour, sunset tour, animal spotting, the swimming pool, getting to know some of the hotel's interesting guests on tours and in the eating area), but one of the truly extraordinary ones was meeting the proprietor Roxy Ortiz who has an advanced degree in archaeology. Don't miss one of her tours!"
30,"Tikal, the park, is awesome. But I would not recommend staying at Tikal Inn. It would be better to stay in Flores (which is a beautiful island), and just shuttle up and back for the day to Tikal.   There is so much confusion going on between the Inn and the customers.   On the shuttle from Flores, there were two ladies who had pre-paid their entrance fee to the park (you go through the park entrance to get to the hotel). The shuttle drivers refused to honor the paper they had, and made them pay the entrance fee. The ladies did get a refund, but not after a long argument in the shuttle. Not a great way to start your vacation.   After I did the sunrise tour, I overheard a family trying to figure out why they had to pay ANOTHER entrance fee if they left the park after the sunrise"
50,"We took a tour with roxy, the manager in the morning, and returned to the hotel. the rooms in the back are ""in the rainforest,"" a pretty neat experience. Each time we walked to the room we saw lots of monkeys playing in the trees, and we were constantly surrounded by bird songs and ""sounds of the jungle.""   The people were very nice. we bought oranges from some vendors in the parking lot and the staff in the kitchen cut them for us without question, and even served them on a plate (and they disbthe same with a pineapple for someone else). Tamales are a christmas tradition in guatemala, and Roxy prepared us a lovely homecooked tamale for us to try!  The pool and hotel grounds are lovely, and provide a perfect break from the ruins in the hottest and busiest part of the day. The"
50,"My daughter and I just spent two magical nights at the Jungle Lodge in Tikal. Everything was perfect. The rooms exceeded my expectations. Clean, comfortable, and upscale. The only way we knew we were not in a luxury hotel in a city was the fact that we had no a/c and no electricity during the day. Oh and the sounds of the howler monkeys and the jungle out your window. Would definitely recommend."
50,"Our family (2 kids - 10 and 8 - and 2 adults) stayed in one of the newer cabanas - we all thought it was super fantastic, clean, and very well kept for literally being in the middle of the jungle. Yes, you hear jungle noises (monkeys play in the trees above you and drop nuts onto the tin roof at night - imagine firecracker sounds!), yes there are some bugs, yes the electricity is limited, and there is no A/C... but there is hot water, ceiling fans run all night, good food, and you should bring a flashlight and expect to be warm. It is easy to walk to Tikal Park (20 minutes to the Plaza Mayor) - swim mid-day, and re-enter the park for sunset (or sunrise).   Benecio was our guide for 2 half-day tours of the park. He was wonderful with our family (and extended family that included"
50," I highly recommend staying in the Jungle, close to Tikal, for your visit! It is an incredible experience to fall asleep and awake to the sounds of the jungle: howler and spider monkeys, cicadas, birds, etc.   The staff here is friendly, attentive, and helpful. They even went out of their way to help us to book a ticket when their wifi was really slow (which it just is).   Upon arrival, we were impressed by the construction of the buildings and the presentation of the rooms. The lodges, connected by stone paths, are inviting. The rooms are clean, and construction has made efforts to close off ceilings and walls to minimize bugs and other creatures. (It is impossible, I think, to eliminate the bugs. The mosquito nets will help you sleep comfortably). This construction is unlike"
50,My teenage daughter and I loved staying here. We didn't sleep as great as we'd thought because the sounds of the jungle were loud (this is a plus!) the howler monkeys and birds are quite vocal. Food was great too. Wish I could recommend the guides we had but they weren't thought the hotel. But Marco and Roberto ensured we made it from the border to Flores to Jungle Lodge to Tikal Mayan ruins and back to the border. Great experience. Beautiful Grounds. My daughter loved the restaurant (decent wine and great coffee!)
20,"We are always very concerned when having to leave less than positive feedback especially for hotels and restaurants because we are aware that people’s livelihoods can be affected. Having said that TripAdvisor exists to offer truthful and accurate perceptions of customers and it is at the end of the day up to business owners to act on the non-emotional feedback if they are willing and able. There are many good things about this hotel and many things that did not meet our expectations. On the good side the location is great if you do not want to travel from Flores early in the morning, stay all day in Tikal and then travel back to Flores in the evening. We wanted to spend at least a night in the jungle and having had a very early start flying from Guatemala City to Flores,"
40,"Location is great. Tikal is amazing and to wake to the sound of howler monkeys and birds was just the best.  Rooms were nice but no aircon so if you're looking to escape the humidity then no chance. I didn't mind it having spent time in hostels for weeks. That said... Someone needs to talk to these people about customer service. It may be a Guatemalan thing but I honestly felt like I was putting people out asking for something or/and they would barely acknowledge my request leaving me wondering if there was a misunderstanding. Like I said though, a cultural thing?! There was one guy in this place that was really cool and helpful. "
40,We stayed at Jaguar Inn for 3 nights over Christmas and had a lovely time.  You get a real jungle experience with electricity and hot water limited times but it doesn't cause a problem.  The Christmas Eve dinner was great and totally unexpected treat.  The location is great for the park.  We took the sunrise tour at 4am but it is definitely worth it.  A great guide and we were lucky with the weather.  The noise of the Howler monkeys at daybreak above the rainforest is a memory that will stay with us.  The zipline canopy tour organised by the hotel was great and we fully recommend it.  we felt totally safe and our guide Alberto was very reassuring.  Fully recommend for a Tikal adventure.
20,"First off - save you money all together - stay in Flores where you have more options and just join a tour to Tikal leaving from town. It's not that much more of an inconvenience. But if you must stay in the park...  Stayed at the Jaguar Inn for two nights in October 2013. It was a toss up between there and the Tikal Inn, but something was wrong with Tikal Inn's online booking at the time we were trying to reserve, so stayed at the Jaguar. If it is low season and you are thinking of staying at the Jaguar to save costs, think again. They have a lower room rate, but the food on site and extra tours really added up. Currently Tikal Inn includes breakfast, dinner and a Sunrise tour in their room packages, which is cheaper than adding on those costs at Jaguar. At the time Jaguar"
30,"Jaguar Inn was pretty basic and in most any city would be much in need of some updates, but in light of it's location in the middle of the jungle and right next to Tikal, I found it to be clean and comfortable for a night in the park. The staff was very friendly and helpful, and while it was expensive for being pretty basic accomodations, being in the middle of the park is highly recommended (do it for one night). There will be bugs and probably rain, or at least humidity, but the room itself was clean and a good break after a day exploring the park. They also offered a guide for sunset/sunrise tours (additional charge of course) and he was great."
50,"This was a nice hotel. We added a tour to our stay and we went into the jungle at 4 am to what the jungle wake up and listen to the growler monkeys wake the jungle up. Unfortunately it was raining on that morning and these monkeys just didn't want to wake up. We went back a couple of hours later and they were wide awake and growling their heads off, bless!!"
40,"Stayed here for 2 nights,nice hotel in a good location right next to the Tikal National Park.  Had one of the top floors in the hotel which was nice overlooking the pool.  Service was a bit slow at the restaurant though."
40,"Arrived for a one night stay at Tikal Inn. Arrived on 12/02/2015 and took a pool side room. The room I had was on the 2nd floor- I think it was 802. The staff and everyone there was great. It is a basic room- fan, bed, and shower. Only complaints that I would voice are the following; a) Staying in the two story bungalows that you are near the septic tank and the odor may offend some people b) I was notified by the staff that I had to check out at 11:00 AM even though the hotel was not crowded and I could have stayed in the pool longer to catch my bus to Flores. (really- ?) The hotel is clean, the service is great and I would recommend the hotel to anyone. Also, Order the typico breakfast- you can't go wrong.  P.S. It was great to meet Roxy. It appears that she is the proprietor"
30,"Our room was pretty much as stated in other reviews. Clean but minimal furnishings and amenities. Hot water in the shower was pretty much non-existent, power only a few hrs a day. Hotel food quality was nothing special and was not exactly cheap either, but then again you are in the jungle minutes away from the most amazing ruins. Wi-fi was very poor, lobby area only and not even close to reliable never mind fast, but then again......you are in the middle of a jungle. Having to pay the park admission just to get to our hotel was not impressive, however It was definitely an advantage to staying in the park in that you can tour around the ruins early in the a.m. and later in the p.m. allowing you to be away from the bus tour crowds.   Waking up in the morning to the sounds of the"
30,"Tikal Inn is a nice hotel in the jungle, 5 minutes walking from the Tikal temples, so the location is just amazing, and it's easy if you want to take the ""early bird"" temple visit. Keep in mind that this is not a normal hotel, so electricity is only between 18.30 and 21, and 6 to 8. There is a wifi connection, that most of the time doesn't work, and a nice swimming pool surrounded by trees and birds, where you can relax after the visits. Breakfast is ok, even though there is no big choice (at least if you have the b&b solution). What I didn't like very much is that when you arrive at the park entrance by car/taxi/bus, which is located 10 km before the hotel, you have to pay the ticket entrance (100 to 150 Quetzal, it depends what time you arrive). So let's say that the same day"
30,"Staying in the park was perfect for our long day exploring the ruins until after sunset, so being able to walk back to our room was nice. However with the park being off grid the power was only on at certain times of the day.  I completely understand the use of generators but i do feel like we were paying for the location only.  The room was decently clean but there were definitely bugs crawling on us at night, which made it hard to sleep.  The shower was almost non existent not providing any pressure and barely spitting out water, I didnt even attempt to actually get in.  But being able to hear the wildlife (howler monkeys) was truly amazing, again LOCATION.  We did stay in the more basic room so maybe next time we visit we would pay a little extra for a more comfortable stay."
40,"Although I think some areas are slightly lacking, this is the place to stay for such easy access to the park. It is literally 60 seconds walk and you wake to howler monkeys, are surrounded by great wildlife and temples. We arrive din the evening and spent a few hours the following morning in the park and then had a swim and went back at teatime again. Could have spent another day there easily. The electricity is cut at night and in the day but made no difference and the fan continues anyway, which surprisingly was enough to keep us cool! There are no actual windows , but thick netting. Nice breeze. When we were there, the pool area was unmanned so towels were piled up and so were the lounger covers. They serve food and drinks there but I assume only in peak season. It would have"
50,"The Jungle Lodge is excellent.  After our tour of Tikal we relaxed by the pool and enjoyed happy hour.  Our room was fantastic, it had a beautiful patio with an outdoor shower and hot tub. The room was very nice and spacious with a modern bathroom. Everything was extremely clean. Although the lights were out at 11 our ceiling fan still ran all night and kept the room cool. The staff was super friendly and fun to chat with as well as provided excellent service. Would definitely recommend the Jungle Lodge.  "
50,This is the perfect location and well worth the stay in the jungle. The rooms were perfect and the best part is the noises of the jungle all night and into the morning. It is close to the park and after a few hours of tours in the heat you can cook off in the pool. The food was great and worth staying to eat here at the lodge. 
50,The room was perfection. The park is staggeringly impressive! Don't even think of staying outside the park.  Waking up to the sounds of the jungle waking up was truly an experience of a lifetime.  We will never forget it!
50,"My boyfriend and I stayed at Jungle Lodge hotel for two nights and we loved it! Our room was very basic and had two double beds. The shared restrooms were close by and very clean each time we used them. Remember, you are in the jungle! You will see bugs! They will be anywhere you go!   We arrived at night and, after traveling all day, headed straight for the restaurant! I ordered the Veracruz Chicken plate and he ordered the Ribeye meal. Both platters were very delicious! We booked a sunrise tour online prior to arriving in Guatemala, so we headed to sleep right after dinner to wake early.  The next morning we woke up and made our way to the lobby/restaurant area for the tour. Keep in mind, the hotel conserves electricity on the off-hours by turning the electricity off. My"
10,"Unhelpful, unfriendly staff. The front desk was incredibly rude on check in and check out and unhelpful with simple requests like if we could have or even buy a plastic bag for wet clothes (we ended up using the one from the trash can). Food was mediocre and the rooms were fine but not worth the awful service. Location cant be beat, but stay at one of the other two hotels in the park!"
30,"We spent one night here. We thought the room was nice.  Clean, spacious, had a nice hammock out front. I did think it was a bit odd that they only had hot water while most people were out doing the sunrise tour, so it was cold showers for us. I don't know if I'd want to spend a week here, but for the night, it was fine.   We did not eat in the restaurant, as it has a fairly limited menu for vegetarians, but the Tikal Inn had decent food. Our favorite place though was the little restaurant across the way for breakfast.   One other note, we booked online but weren't planning on pre-paying. When I e-mailed the hotel to confirm our reservation, they said they would only hold it until 3:00 in the afternoon, unless we pre-paid. Not knowing what time we were going to arrive, we decided"
20,"We planned on staying at the Jaguar Inn two nights originally. We traveled all day, and when we got there were greeted by a rude man at the desk, basically made it seem we were a bother, and would rather we didn't stay there. We had read before that they accept travelers cheques, which there was even a sign hanging in the lobby saying they due. However when we tried to exchange cheques, they just flat out said we don't do that. After asking where we could exchange them anywhere in Tikal, basically said not here. We checked into our room, which was very nice, however extremely overpriced for what you get. We went on our own to find money. We traveled all the way into Santa Elena and went to a bank, came back, and decided to only stay one night due to the service we were getting."
40,"We stayed at the Jaguar Inn in one of the bungalows for a night. When we first arrived, the man at the front desk looked at us and told us they were booked up and had no availability. We insisted we had made a reservation, and my husband had even exchanged an email with someone at the hotel a couple days prior to confirm. The guy insisted they were booked and had no room.  So, after some back and forth and trying to stay friendly about it all, the guy at the front desk actually checked the paper he had in front of him of reservations and saw that our name was indeed on it. I’m not sure if we were discriminated against for some reason or if because we are young and carrying backpacks he thought we wanted to stay at the campsite and it was full... After that, staff treated us fine"
40,"The Jaguar Hotel Tikal staff were helpful prior to and during our trip to Guatemala.  They arranged for our transportation to/from Parrot Nest Lodge, San Ignacio to Tikal, Guatemala along with setting up our Sunrise and Sunset tours with Little Caesar’s Travels (502-5418-4898/5576-1222, littlecaesarstravels@yahoo.com).  Upon arrival to the hotel, the front desk representative didn’t seem to excited to see us, not as friendly and responsive as most other places we stayed.  The hotel, restaurant and grounds are quite nice.   It’s nestled into the wilderness and has a nice ambience.  Each hotel room has a hammock on the porch.  Keep in mind the electric and hot water is limited to a certain number of hours a day.  If not timed right, you may be taking a lot of cold showers or not"
40,"Our signing in to the hotel was ruined by the desk manager, Julio, charging an extra percent on our credit card in the exchange to Q's. That set the tone for our stay. Do your exchange ahead of time so you don't get taken advantage of. Dinner was nice and breakfast of beans was ok. Our room was nice and having the pool available is a life saver. The lodge next to us ran their generator all night which was annoying. Wi fi dosen't work."
50,"We had a marvelous stay at the Tikal Inn.  When one remembers that ""It's a Jungle out there"", the accommodations at the Inn are very nice.  The staff was very helpful, and the meals were good.  We had a Jr. Suite, and a Bungalow, right by the pool.  While it is true that the electricity isn't on for a large part of the day, we weren't usually in the room anyway.  The ruins at Tikal are truly amazing.  I was so glad to stay so close to them and be able to go back in, all by myself and just marvel at the scene."
40,After a long hot day on the Mayan trail climbing temple after temple until you can see clear across the jungle there is nothing better than sipping sangria from the pool side in front of your comfortable villa in the magnificent Tikal national park
30,"The rooms are basic, there is only power for a couple of hours a day.  The bathroom is really basic and not the best, in three days I only got one warm shower. The food is included in the accomodation - you get two selections for breakfast and two for dinner. It is standard fare.  But at the end of the day it is about the Park. Although basic the beds were clean and comfortable, and in the end we were glad to stay there as we had a relaxing time visiting the park at our leasiure. We took a morning visit for sunrise - the guide was inluded in the hotel, although don't be fooled you still have to pay park entry, but as we were the only guests that opted for the mornig tour we had the guide to ourselves which was noice and we had all our questions answered."
30,"Hotel was fine, rooms clean and spacious.  The best feature by far is the pool which is lovely especially after a day exploring the Tikal site.  Restaurant staff nice and did their best but they lack adequate training.  English is limited which is fine as we are after all visiting their country.  However, if you are running a hotel visited by foreign, English speaking tourists you should have staff who can understand English.  If a mistake is made as a result of their limited English management will not take responsibility for the error.  They expect the staff to take the loss which is very unfair.  Management and customer service was really very, very bad.  Any complaints made were completely ignored.  The attitude of the management is their guests are unlikely to return and if"
30,"Located in the jungle at entrance to TIKAL National Park. Due to UNESCO certification, limitations on electricity. Generators supplied limited hours of power and therefore no fans overnight. Had a lemonade drink which made me ill. Food average. Nice pool which was refreshing after visiting the temples "
50,"Tony Ortiz' Jungle Lodge is outstanding. B'fast/lunch/dinner magnificent. Bar setting relaxing and full service. Tony's guides to the ruins in Tikal are educational, in depth, and exciting. Beautiful pool. Rooms have comfortable beds, plenty of hot water, and are super clean."
50,If you want to see the Mayan ruins at Tikal this is the best place to stay.  Individual cabins set in the grounds.  Swimming pool where you can watch the howler monkeys play in the tops of the trees.  Restaurant is good. Staff go out of their way to make your stay memorable.  The ruins are just 10 minutes walk and easily accessible.  Staying here made our trip. If you stay in Flores it takes 1hour up to get to Tikal. Staying here is a fantastic experience. 
30,"The best thing about the hotel is that it is right at the start of the path to the ruins at Tikal. This meant we could get up and go first thing. We travelled as a family, 2 adults and two young kids, so we got a suite. The room was super nice, clean, modern bath, tasteful decor, and windows that looked right out onto the trees. We felt we were immersed in the jungle which was awesome, you gotta like being in the jungle to enjoy it, which we did, but if you don't, then stay elsewhere. Electricity is off at night so must bring a flashlight to walk to the restaurant when it's dark, kind of an adventure! What we did not enjoy so much was the food at the restaurant, and it's the only option around. All was very heavy and greasy, no kid friendly options that weren't fried. Service"
40,"We were nervous about staying here as there were lots of mixed reviews.  We ended up getting a premium room, so it was nice and spacious with basic amenities, hot water, mosquito net, etc).  The facts:  wifi is spotty (you're in the jungle, get over it), food is on the pricier side (you're paying for the convenience of staying INSIDE a park, accept the smaller portion size food and higher price), no electricity after 10pm (the fan and lights will shut off - this is the case for all the other properties inside park), no AC (it will be really difficult to breathe due to the humidity).  Sounds like lots of cons, but those are the facts.  If you want to stay inside the park so you are close to Tikal, I recommend staying here!  It is what it is."
30,I camped one night at the Jaguar Inn while on a recent bike trip. No doubt the location is excellent (right next to the ruins entrance). I did however think that the price was very steep for camping in the off season (at $80 USD the bungalows were not an option for me). I also thought the shower was pretty dirty & found the paid internet to be slow. The food here was good but again pricey. The staff were good and quite helpful but going purely on price I'm not sure I would come back. The ruins are a must see if you are in this part of the world though.
40,"We selected this hotel for our trip to Tikal because it was inside the national park where the ruins are located, and it was a great decision! The hotel is comfortable and just 100 meters form the entrance of the ruins. The rooms are very nice taking in account that there is no electricity during the night, so the rooms (and the ceiling fan) run on batteries during the night. Service was great and the staff was very helpful when we needed a guide for the ruins and transportation to Belize."
30,"So, we went to Tikal, Guatemala. It is in the middle of the jungle, so you have to expect it to be hot and lots of bugs. It was hot in July, and there was no air conditioning - only a ceiling fan which made it difficult to sleep. Other than that, it was a pleasant stay. We did both tours of the ruins at Tikal National Park - the sunset tour when we arrived and then got up and did the sunrise tour, so we were not at the hotel for very long. I traveled in a group of 9 people, so we had 5 of the 13 rooms for the one night we were there. The best part of the stay was that the Inn is inside the National Park, so the only thing we had to do to get to the tour was meet up with our guide and walk."
40,"Likes: great location in park, excellent meals. Rooms very clean and spacious. Staff very helpful. Power will go off at certain times, Wifi best in main restaurant. Use the guides in the park for early morning sunrise tour they will collect you from this hotel. Dislikes: none"
30,"We did the camping here for $25 for 2 people. I'm not sure but it seems like we were charged more than what I read in the guide. However the staff were helpful in keeping our bags for us for the day while we explored the park. The tents have no privacy whatsoever, they are touching, and you have two single beds, so you can't sleep next to your partner. It's also equiped with a sleeping bag but it's so humid that you would prefer a sheet. We did it for the experience but I wouldn't recommend spending more than one night here."
30,"My partner and I booked a poolside bungalow for 1 night. Our room was surprisingly better than we had expected. It was clean and cool inside- I suppose the poolside location allows better airflow through the bungalow? We both slept fine through the night.  Service is average. Food was below average. You are definitely paying for the location. We booked a sunrise tour of Tikal with Roxy (highly recommended!), so staying within TIkal National Park instead of Flores meant we had an extra hour of sleep. This was more important for us.   I feel that the hotel needs to improve their food, replace towels (they are getting a bit old and discoloured. New towels would make a huge difference), improve WiFi, and then maybe perhaps it would have been better value for money."
30,Overall its a little expensive for what you get but its also got a preferential location. Rooms are ok. This hotel really is all about the location.  Shuttle will pick you up at Flores airport in the morning. It goes back at 3pm if you have a flight or other travel plans.  Food was average. Service was decent.
40,"Hotel Tikal Inn is between the ruins and downtown. We slept well, had large rooms with terrace and hammocks. The restaurant is good, we enjoyed eating in the open. Nice swimming pool, very little guests. They arranged transportation for us."
50,"Our stay began with a nighttime arrival via van through the park - once through the main park gate it's still a 20min ride to the hotel. Even though we arrived very late, (bring snacks) the staff was there to greet us and bring us to our thatched roof bungalow. Electricity is only available in the rooms for 2 hours in the am and two at night (6-8? Or thereabouts) Bring headlamps. You can always charge devices in the hotel lobby and wifi is free and available throughout most of the hotel/grounds. Bring cash (there are no ATMs and only hotel takes cards) for tours/park day long entry fee and museums.  The museums are small but still interesting.  Don't be spooked by the sounds of howler monkeys at first break of light. The hotel is very attractive and sports the only in-ground"
50,"Just spent two very pleasant and comfortable nights at the Tikal Inn.  Would not hesitate to go back!  Immediately noticeable is that the Tikal Inn is well-managed.  The staff is well-trained and efficient.  The facility is clean and well-maintained.  While I was there, they were replacing all of the mattresses with new Serta products.  A very pleasant stay in a beautiful location made all the better by the hospitality and efficiency of the staff.    A special thank you to Dr. Roxy Ortiz, who has been a co-manager for the past few years after spending over 30 years as one of the best known guides at Tikal.  She is a wealth of information and graciously was willing to spend quite some time with me sharing her deep knowledge and love of Tikal.  Please note that the Tikal Inn has"
40,"We were very pleasantly surprised by this hotel. Our room (#8) was updated and had 2 full size beds, plenty of space and a very well equipped bathroom. Electricity is shut off during certain hours of the day but overhead fan and 1 outlet still work so it's OK. The pool and pool area are very nice and relaxing, as are the hotel grounds which are nicely landscaped and well cared for.  Others have mentioned that it can be quite hot in the rooms and I have to agree. There is no way to control the speed of the overhead fan and we wished we could have turned it up! But, all in all, the location is so worthwhile to help you maximize your time in the ruins that these little things can be overlooked.  One downside for us was that on the 2nd day we were there (which happened to be a"
50,"We spent two nights and it was fantastic. We arrived early the first day and this allowed us to go explore the Mayan site straight away. By lunch time the temperature were crazy so we walked back, had lunch by the pool and went back out later in the day. We did the same the next day.  To have electricity on part of the day wasn't an issue, we charged what we needed to charge in the evening and that was all we needed. If you need luxury it might not be the place for you but if the interest is Tikal, you will be just a few hundred metres from the start of the trail so perfect location."
50,"The Jungle Lodge is a fantastic place to stay if you are visiting Tikal. It's reasonable, clean and thrilling to wake up to the sounds of the jungle. The staff are friendly and helpful. The accommodations are varied so it's a good place for all kinds of budgets. "
30,"This lodge is generally fine, but very basic. In the heat of Tikal no air condition. Electricity only part of the day, and unpredictable. Very badic food in the restaurant. We stayed 2 nights. I would recommemd to stay one night and try Flores for a second  night in the area."
